topic,term,beta
8,reenforc,1.2228816738388846e-303
9,reenforc,4.616948158432843e-305
10,reenforc,3.815100633249733e-163
1,refut,5.052468694422169e-242
2,refut,3.897962041353347e-8
3,refut,1.6587818162766043e-297
4,refut,8.905964519682359e-12
5,refut,3.6745152438341994e-5
6,refut,4.39220175796202e-275
7,refut,2.236677752038591e-5
8,refut,9.88342681254983e-263
9,refut,1.2430836114183655e-248
10,refut,6.997645456719897e-160
1,revisori,4.604519363103537e-249
2,revisori,9.930815006107448e-10
3,revisori,1.1793096364525934e-307
4,revisori,7.788794828964742e-306
5,revisori,1.2856599401008861e-303
6,revisori,4.34412369978e-312
7,revisori,2.2405228761496396e-5
8,revisori,1.4224635617988775e-303
9,revisori,5.951878829722427e-306
10,revisori,1.5257879138638715e-163
1,searchlight,5.26831370679688e-249
2,searchlight,1.1437384310439876e-8
3,searchlight,2.350927164184773e-308
4,searchlight,2.9240997535765603e-305
5,searchlight,2.6234695337384784e-303
6,searchlight,2.154897303523e-312
7,searchlight,2.239465668999253e-5
8,searchlight,5.580993754450979e-303
9,searchlight,4.063136654746447e-305
10,searchlight,8.20425539788429e-164
1,segment,3.975290755891896e-244
2,segment,1.096114205862598e-20
3,segment,1.0366105291133478e-286
4,segment,2.5501432076625446e-45
5,segment,2.385978611579213e-91
6,segment,4.5892439533442195e-5
7,segment,5.504421258913488e-5
8,segment,2.6398506813900752e-9
9,segment,1.0020482034964387e-4
10,segment,1.1244179058758287e-4
1,shatter,1.2712296215905302e-238
2,shatter,1.592597700035741e-13
3,shatter,4.621696419167141e-68
4,shatter,5.607859299547419e-6
5,shatter,1.0983961452956768e-4
6,shatter,3.859169698162489e-5
7,shatter,2.9953804791021032e-5
8,shatter,5.538951255422981e-5
9,shatter,8.791177067228304e-5
10,shatter,8.50606187080519e-109
1,sheppard,7.254127759838683e-249
2,sheppard,1.3290993984254205e-9
3,sheppard,5.66967596167415e-307
4,sheppard,3.538620467761384e-305
5,sheppard,3.391351209290757e-303
6,sheppard,6.735694881965e-311
7,sheppard,4.48111226246772e-5
8,sheppard,3.1708029780199296e-303
9,sheppard,8.708539070058955e-306
10,sheppard,1.730209487409178e-163
1,towner,4.905356414870601e-251
2,towner,8.77366995375187e-9
3,towner,3.629753082350619e-307
4,towner,3.8463216682860955e-305
5,towner,1.6705437899262522e-303
6,towner,6.689516156959e-311
7,towner,4.480358698216861e-5
8,towner,3.33348593423852e-303
9,towner,6.176813167858881e-305
10,towner,5.461005270291331e-163
1,triangl,1.9673920036203173e-248
2,triangl,6.536576017962788e-8
3,triangl,1.745198782789341e-306
4,triangl,2.035989414511066e-304
5,triangl,7.557939685060053e-303
6,triangl,2.46106542965413e-310
7,triangl,2.2340068590034348e-5
8,triangl,2.0250471670559662e-302
9,triangl,1.4733266765456728e-304
10,triangl,1.591306218639669e-162
1,unanticip,1.3022801166660744e-249
2,unanticip,1.3797253774684517e-8
3,unanticip,1.2951796126933948e-307
4,unanticip,2.3158719774716137e-305
5,unanticip,1.977413532772968e-303
6,unanticip,2.900050392293e-311
7,unanticip,2.2392267951445752e-5
8,unanticip,3.8348195697715746e-303
9,unanticip,1.304561683955468e-304
10,unanticip,7.979166412994554e-164
1,upkeep,1.0283105610993379e-249
2,upkeep,2.881313170808982e-9
3,upkeep,3.1070043941092857e-307
4,upkeep,1.0087180394738014e-305
5,upkeep,1.1579638021285854e-303
6,upkeep,7.097496982076e-312
7,upkeep,2.240331743044858e-5
8,upkeep,1.8633263503129053e-303
9,upkeep,1.1080051011507242e-305
10,upkeep,8.87560904788473e-164
1,web,4.755550198837021e-243
2,web,6.239522395148235e-10
3,web,3.779925930329956e-298
4,web,3.6573558316690145e-5
5,web,7.349032277218654e-5
6,web,1.2317042147294135e-243
7,web,2.240560240644078e-5
8,web,6.618409152204192e-279
9,web,3.781224447254684e-255
10,web,2.1254375669480664e-160
1,withstood,9.151160134422596e-243
2,withstood,1.5961249731655772e-10
3,withstood,2.5796733035433992e-287
4,withstood,9.311167472396905e-187
5,withstood,2.9384800038479736e-17
6,withstood,2.311308553195613e-5
7,withstood,2.252518678917123e-5
8,withstood,1.6635775104475544e-13
9,withstood,9.031507774371967e-5
10,withstood,1.7446992701059723e-5
1,afield,6.964896666700328e-293
2,afield,7.488298435793995e-22
3,afield,9.79316396990453e-301
4,afield,4.960225452565843e-299
5,afield,1.3650397272412833e-297
6,afield,1.4982092592347375e-302
7,afield,2.2406233991699374e-5
8,afield,3.5497796817328706e-297
9,afield,4.212911957271445e-298
10,afield,2.0452482061267206e-212
1,bus,1.0119134261625316e-286
2,bus,5.1527872304073895e-23
3,bus,1.49505405504818e-294
4,bus,3.72910715020524e-5
5,bus,7.276944297343035e-5
6,bus,9.59231073345549e-13
7,bus,2.2406233991699374e-5
8,bus,4.602396804749041e-289
9,bus,2.2074717565845987e-256
10,bus,1.2208822200536533e-4
1,butter,4.5124069863447586e-298
2,butter,7.115761300192333e-30
3,butter,6.354493877598773e-305
4,butter,1.0132218329694195e-303
5,butter,2.594904251649323e-301
6,butter,1.1815243498187207e-36
7,butter,4.4812467983398755e-5
8,butter,2.1674196837864658e-302
9,butter,2.9364046578449106e-27
10,butter,7.816859031574342e-218
1,cell,2.493966287081938e-289
2,cell,8.724672504563064e-23
3,cell,2.412657564434418e-295
4,cell,1.0629931223373026e-4
5,cell,1.503851576929321e-4
6,cell,1.5243014646876737e-8
7,cell,2.2406233991699374e-5
8,cell,1.802886015508843e-285
9,cell,2.0335295273019414e-261
10,cell,1.1179651135827188e-177
1,chairmanship,1.377927117393349e-291
2,chairmanship,9.136954154362145e-29
3,chairmanship,2.180059805823778e-299
4,chairmanship,4.921511039594416e-296
5,chairmanship,1.0175435942542384e-291
6,chairmanship,9.732584398463393e-14
7,chairmanship,4.4809916321714474e-5
8,chairmanship,7.079733913791366e-265
9,chairmanship,3.5193009412246948e-9
10,chairmanship,1.907238579802031e-214
1,commonsens,8.95155251248055e-282
2,commonsens,1.6444706327964645e-22
3,commonsens,1.7804897478326423e-90
4,commonsens,1.8638890662219798e-4
5,commonsens,1.8759062246494334e-4
6,commonsens,3.248420182074941e-6
7,commonsens,2.3490492410355055e-5
8,commonsens,1.6264142338031328e-6
9,commonsens,7.78165866481888e-5
10,commonsens,1.9885400614070754e-41
1,copenhagen,1.0331488967597427e-293
2,copenhagen,5.572423800530456e-23
3,copenhagen,2.6662410773046536e-301
4,copenhagen,1.9962318416972167e-299
5,copenhagen,3.444849594566916e-297
6,copenhagen,7.149439967456374e-304
7,copenhagen,2.2406233991699374e-5
8,copenhagen,3.205266745597531e-297
9,copenhagen,3.2808543444160574e-298
10,copenhagen,8.625483852385955e-213
1,impoverish,7.43205698044704e-287
2,impoverish,3.2620837245548228e-22
3,impoverish,9.266315980899087e-295
4,impoverish,2.4449180261772595e-18
5,impoverish,3.674516117198681e-5
6,impoverish,2.350160442130009e-12
7,impoverish,4.4812467983398755e-5
8,impoverish,3.2853868475244074e-290
9,impoverish,9.214228363739779e-258
10,impoverish,4.88352861122978e-5
1,mayor,8.69722892789829e-218
2,mayor,9.046591938237559e-27
3,mayor,3.6090481537802486e-295
4,mayor,1.0976861493874471e-4
5,mayor,6.313676002030872e-15
6,mayor,7.639035021571239e-5
7,mayor,3.315961203751083e-5
8,mayor,7.540518696149315e-254
9,mayor,7.640875775742234e-10
10,mayor,1.716846281334181e-4
1,minneapoli,1.9439191182649756e-293
2,minneapoli,3.436136698406958e-22
3,minneapoli,4.826242218757853e-302
4,minneapoli,3.3181035349613577e-299
5,minneapoli,6.777017464225271e-297
6,minneapoli,3.699141465476038e-302
7,minneapoli,2.2406233991699374e-5
8,minneapoli,4.616426180259619e-297
9,minneapoli,3.2700020299679637e-298
10,minneapoli,1.5739388596743612e-212
1,nonferr,6.005469520593325e-293
2,nonferr,5.2740931950059596e-23
3,nonferr,4.6384343375744195e-301
4,nonferr,2.253793039129689e-299
5,nonferr,1.89474565979338e-297
6,nonferr,1.1035247194293773e-302
7,nonferr,2.2406233991699374e-5
8,nonferr,3.9580946837969496e-297
9,nonferr,7.764360298378316e-299
10,nonferr,7.900211062367694e-213
1,overproduct,1.6210184119347924e-288
2,overproduct,4.074851180482212e-25
3,overproduct,4.249227243950375e-286
4,overproduct,8.425233377995991e-278
5,overproduct,9.44304545654023e-286
6,overproduct,8.712466695993895e-49
7,overproduct,9.415902242164544e-5
8,overproduct,1.0998634172862829e-4
9,overproduct,2.9729485340045816e-260
10,overproduct,2.3068253053756674e-183
1,overspecul,8.40625244585264e-293
2,overspecul,1.4268278026232615e-22
3,overspecul,1.8130051537723044e-301
4,overspecul,2.923915362223941e-299
5,overspecul,8.586293554421984e-297
6,overspecul,1.5836961580339663e-302
7,overspecul,2.2406233991699374e-5
8,overspecul,7.07933950391986e-297
9,overspecul,1.9918903254319857e-298
10,overspecul,1.1578630568868192e-213
1,pasturag,7.028945386314762e-293
2,pasturag,3.47369379676309e-23
3,pasturag,2.153007539375849e-301
4,pasturag,2.6445811599922593e-299
5,pasturag,5.865138218275981e-297
6,pasturag,2.021329876789295e-303
7,pasturag,2.2406233991699374e-5
8,pasturag,1.738228448197806e-297
9,pasturag,1.1345771852938026e-298
10,pasturag,2.4610169166525302e-214
1,retrospect,1.9880300893396603e-285
2,retrospect,1.8154392203972973e-23
3,retrospect,6.558745801682372e-293
4,retrospect,3.3392239546588284e-206
5,retrospect,7.607227997964898e-24
6,retrospect,1.5396681591489432e-5
7,retrospect,2.454645454115658e-5
8,retrospect,3.197209828265419e-288
9,retrospect,1.9126694672751413e-254
10,retrospect,4.709096027134825e-156
1,visa,4.92851349270493e-292
2,visa,1.3777359364653862e-21
3,visa,2.0988264777251706e-300
4,visa,1.682146190465928e-298
5,visa,6.325076728700446e-296
6,visa,2.6791367524265875e-301
7,visa,8.962493596679751e-5
8,visa,8.347957147294619e-296
9,visa,5.343634157017266e-299
10,visa,2.9226074146874096e-212
1,winnipeg,1.4438577277325787e-292
2,winnipeg,3.6618346910507416e-23
3,winnipeg,2.7663348260514292e-301
4,winnipeg,2.359318857101175e-299
5,winnipeg,5.6962400218380796e-297
6,winnipeg,1.7426084921072558e-302
7,winnipeg,2.2406233991699374e-5
8,winnipeg,5.320613885685376e-297
9,winnipeg,2.8864450078897523e-298
10,winnipeg,2.2350569967497163e-212
1,workpeopl,2.177625377330343e-292
2,workpeopl,5.366326580275846e-22
3,workpeopl,8.438173360463868e-301
4,workpeopl,8.992591125675999e-299
5,workpeopl,4.0946312977728386e-297
6,workpeopl,7.955394071689272e-302
7,workpeopl,2.2406233991699374e-5
8,workpeopl,2.5699517600725937e-297
9,workpeopl,1.32360883935857e-297
10,workpeopl,3.557361614540199e-212
1,zinc,1.7367287205860367e-286
2,zinc,1.4506188619275608e-21
3,zinc,3.3949831611340206e-289
4,zinc,2.605525250960951e-185
5,zinc,6.732366750219223e-290
6,zinc,3.0886682324686317e-295
7,zinc,2.2406233991699374e-5
8,zinc,4.2069875327283004e-137
9,zinc,3.090466104257987e-5
10,zinc,1.5036393202216255e-208
1,adduc,7.564283607286936e-300
2,adduc,1.0822816453795506e-59
3,adduc,5.2721161204242374e-303
4,adduc,3.123231096273561e-300
5,adduc,1.0121861452741195e-298
6,adduc,1.4200472596116771e-303
7,adduc,2.2406233991699374e-5
8,adduc,1.284325258439533e-297
9,adduc,6.170549310272523e-300
10,adduc,2.3158165987829852e-252
1,backbon,1.666270326573891e-298
2,backbon,4.68998575967403e-62
3,backbon,4.034462202861435e-302
4,backbon,7.711565776290351e-283
5,backbon,9.139654030368832e-12
6,backbon,1.7022665341174608e-5
7,backbon,2.2406233991699374e-5
8,backbon,9.726507686629002e-292
9,backbon,4.675065350193642e-265
10,backbon,1.577512974781858e-251
1,complement,3.157506296952932e-290
2,complement,2.061596428071061e-62
3,complement,2.210318742345915e-261
4,complement,3.574829851436918e-25
5,complement,5.695790229015938e-74
6,complement,7.899595565772609e-7
7,complement,2.301649656982316e-5
8,complement,4.20465907404347e-5
9,complement,5.7721256705005646e-5
10,complement,1.2182278055478636e-4
1,cushion,4.659194508349726e-219
2,cushion,6.321627582923381e-66
3,cushion,8.058777938349374e-296
4,cushion,3.328671193396458e-29
5,cushion,5.606745793436377e-8
6,cushion,7.157585201952063e-5
7,cushion,6.219732333917397e-5
8,cushion,5.142488807390722e-255
9,cushion,2.954815396088513e-10
10,cushion,4.3545723649938393e-7
1,debentur,1.3248867863805925e-301
2,debentur,1.5900410149290558e-61
3,debentur,8.051187653113509e-305
4,debentur,7.275104283850027e-303
5,debentur,2.008412859824552e-301
6,debentur,1.3319077638804306e-305
7,debentur,2.2406233991699374e-5
8,debentur,2.0536348313027778e-300
9,debentur,7.30000585514931e-302
10,debentur,2.0517801646593986e-255
1,decentr,6.298897451148689e-297
2,decentr,1.7073946442323686e-65
3,decentr,4.933960384163993e-299
4,decentr,2.237019392386563e-139
5,decentr,1.5432308371693785e-14
6,decentr,5.702568104691188e-5
7,decentr,3.697063097500265e-5
8,decentr,2.2588264863484452e-15
9,decentr,1.03348285501361e-21
10,decentr,9.424874764331012e-24
1,dole,1.2303345375220845e-287
2,dole,1.9907725328207327e-65
3,dole,1.3293264528188302e-266
4,dole,1.828677905929889e-4
5,dole,9.951091561179438e-13
6,dole,2.8637816125984368e-46
7,dole,2.948845127815042e-5
8,dole,1.0551539481305849e-4
9,dole,3.090466104257987e-5
10,dole,1.33919883509126e-247
1,dump,7.714178744317718e-294
2,dump,4.440832968966525e-63
3,dump,1.1036189297710537e-296
4,dump,7.852832703059221e-5
5,dump,9.392808982056486e-5
6,dump,6.573683929541151e-5
7,dump,2.3143122673416406e-5
8,dump,1.1518438516556443e-271
9,dump,5.3916836235221354e-235
10,dump,3.423481271213676e-5
1,fortitud,8.007874006981926e-289
2,fortitud,1.966806134842302e-62
3,fortitud,1.4288385175670342e-264
4,fortitud,7.976158696377204e-9
5,fortitud,1.0171972084055145e-4
6,fortitud,1.4818128139256965e-20
7,fortitud,2.444344824066207e-5
8,fortitud,2.5404478701356924e-15
9,fortitud,1.279642140047852e-4
10,fortitud,1.9992321464664313e-216
1,healthier,4.889156714195821e-218
2,healthier,1.0290339241453135e-67
3,healthier,1.0205432851906145e-293
4,healthier,3.498193047377488e-5
5,healthier,3.7708633023259104e-77
6,healthier,6.786442966969386e-12
7,healthier,6.634604857555314e-5
8,healthier,6.579521779365869e-119
9,healthier,2.0005943320106266e-6
10,healthier,2.485058549016038e-5
1,intergovernment,6.261911482254828e-221
2,intergovernment,4.061466246598047e-66
3,intergovernment,6.382905732789977e-298
4,intergovernment,1.6563249528837565e-208
5,intergovernment,2.7074319079515364e-7
6,intergovernment,1.6498448315866498e-4
7,intergovernment,2.914109399862993e-5
8,intergovernment,3.420973318017391e-256
9,intergovernment,2.1369770136385293e-10
10,intergovernment,6.087676052354209e-15
1,inventori,1.3264505837127946e-294
2,inventori,3.4073805959905566e-84
3,inventori,4.238821424496279e-289
4,inventori,6.808813817450864e-9
5,inventori,1.437724390545111e-18
6,inventori,1.0275282240387236e-4
7,inventori,2.842215166256067e-4
8,inventori,5.254992054237469e-24
9,inventori,9.355277440613654e-5
10,inventori,6.141231633371652e-6
1,saner,7.583919802007518e-301
2,saner,4.255651999244144e-61
3,saner,1.8893162449381986e-304
4,saner,1.8701058155202443e-304
5,saner,5.571034479335633e-301
6,saner,3.2040290239720764e-305
7,saner,2.2406233991699374e-5
8,saner,2.2674985902750773e-299
9,saner,1.5180049151073177e-301
10,saner,4.782063816692019e-254
1,setback,1.850548794343699e-291
2,setback,2.491729886097048e-62
3,setback,3.046119464203127e-265
4,setback,6.324709240776951e-24
5,setback,2.5765173954127207e-5
6,setback,3.814789540166389e-5
7,setback,2.407184014770067e-5
8,setback,1.1305609119353065e-16
9,setback,0.00024672650614776433
10,setback,4.4252937605316475e-20
1,solvent,5.254209343563591e-290
2,solvent,2.6043939764232186e-62
3,solvent,1.3616784059926126e-293
4,solvent,7.871614349965591e-5
5,solvent,1.729875789586044e-14
6,solvent,1.4033470155475123e-5
7,solvent,2.292898954192754e-5
8,solvent,3.3284883538209804e-11
9,solvent,7.0703776119267225e-12
10,solvent,4.824512452252424e-246
1,thaw,5.515808363442909e-300
2,thaw,7.851022409654757e-61
3,thaw,1.9639857909297484e-303
4,thaw,3.3643782475339363e-301
5,thaw,2.431488424635674e-299
6,thaw,4.180763834551191e-304
7,thaw,2.2406233991699374e-5
8,thaw,8.075787536588863e-299
9,thaw,3.933640743813501e-301
10,thaw,5.2430610275702043e-253
1,transitori,7.082947686849463e-302
2,transitori,4.614327357913047e-62
3,transitori,5.291531306624674e-305
4,transitori,5.791118807217856e-303
5,transitori,2.9190402421082756e-301
6,transitori,1.5063942992331582e-305
7,transitori,2.2406233991699374e-5
8,transitori,2.4085431639734918e-300
9,transitori,6.908197870445011e-302
10,transitori,1.6770929406689158e-254
1,truer,6.904772482158568e-301
2,truer,1.0960402000931942e-61
3,truer,9.120579776773916e-306
4,truer,8.471761364325871e-303
5,truer,1.475181705282583e-301
6,truer,1.1110472067451498e-305
7,truer,2.2406233991699374e-5
8,truer,6.467661793022768e-300
9,truer,2.6536914213422317e-302
10,truer,1.6188903960970265e-254
1,unafraid,1.3335524141868452e-300
2,unafraid,5.2837446022439526e-61
3,unafraid,2.2945937421418843e-304
4,unafraid,7.701961421124055e-302
5,unafraid,2.1075049776668235e-300
6,unafraid,2.8567786136901247e-305
7,unafraid,2.2406233991699374e-5
8,unafraid,2.9595409846282127e-299
9,unafraid,1.7258425881750863e-301
10,unafraid,2.338394430449896e-254
1,briefest,3.148866631841441e-296
2,briefest,2.644040404614844e-125
3,briefest,3.145965944016343e-294
4,briefest,3.3428646809091584e-297
5,briefest,3.8828358069385704e-297
6,briefest,7.978239249388948e-302
7,briefest,2.2406233991699374e-5
8,briefest,4.072507445693061e-36
9,briefest,1.6036460122690114e-293
10,briefest,4.9614150071188317e-231
1,buttress,9.029200350754912e-290
2,buttress,2.5864281054922786e-124
3,buttress,1.143661308762089e-283
4,buttress,2.0094103359019088e-280
5,buttress,1.570711025018238e-279
6,buttress,5.698333827334956e-10
7,buttress,2.449527877615268e-5
8,buttress,3.728297569007027e-11
9,buttress,1.0978505246382908e-5
10,buttress,1.3555437734987674e-4
1,cheek,1.4008666914510297e-296
2,cheek,6.563907858828789e-125
3,cheek,6.083418549868214e-294
4,cheek,1.924071997426253e-297
5,cheek,4.0638071011839927e-296
6,cheek,2.075212202723265e-303
7,cheek,2.2406233991699374e-5
8,cheek,3.4723944354189837e-35
9,cheek,1.2481203110948036e-293
10,cheek,2.146841867255429e-231
1,firesid,1.3065250523685235e-291
2,firesid,1.513399492836972e-123
3,firesid,4.984104412750205e-289
4,firesid,1.1136643914426748e-204
5,firesid,3.6745161386093266e-5
6,firesid,2.819986440203542e-296
7,firesid,2.2406233991699374e-5
8,firesid,3.136938226583061e-34
9,firesid,5.976315195187327e-289
10,firesid,4.9642556432717445e-228
1,fold,9.194924301762612e-291
2,fold,3.7452224265412846e-126
3,fold,5.3551682352171675e-288
4,fold,4.3870413876932115e-33
5,fold,2.3806264796562546e-22
6,fold,6.0132052337979395e-5
7,fold,2.2406233991629084e-5
8,fold,2.414798861587426e-16
9,fold,1.2531921587315302e-5
10,fold,1.5145868317283637e-6
1,frantic,2.7647170145598198e-297
2,frantic,2.3772739442159323e-125
3,frantic,4.512205723268704e-294
4,frantic,1.8153348561563594e-297
5,frantic,8.088884545213749e-296
6,frantic,8.448965245102355e-302
7,frantic,2.2406233991699374e-5
8,frantic,4.2288601752762183e-35
9,frantic,1.5642093956370987e-293
10,frantic,7.718285095174138e-232
1,groov,5.659026734232506e-296
2,groov,8.75256225150605e-126
3,groov,2.3631727585380576e-293
4,groov,1.1386875634863958e-296
5,groov,1.414570017733616e-295
6,groov,1.115518356503687e-301
7,groov,2.2406233991699374e-5
8,groov,7.467095456472351e-35
9,groov,1.1887591520673226e-293
10,groov,9.18235406117109e-232
1,insid,1.3214515846726446e-285
